,net_participant_export,central_battery_export,unallocated_local_solar,unallocated_central_battery_load,gross_participant_grid_import,gross_participant_local_solar_import,gross_participant_central_battery_import,net_network_export
2017-02-26 12:30:00,16.792845432,0.0,16.792845432,0.0,0.0,7.052529968,0.0,16.792845432
2017-02-26 13:00:00,15.998474336,0.0,15.998474336,0.0,0.0,5.911964864,0.0,15.998474336
2017-02-26 13:30:00,17.283274808,0.0,17.283274808,0.0,0.0,5.060127792,0.0,17.283274808
2017-02-26 14:00:00,14.315983804,0.0,14.315983804,0.0,0.0,5.262297496,0.0,14.315983804
2017-02-26 14:30:00,11.304258252,0.0,11.304258252,0.0,0.0,5.229758648,0.0,11.304258252
2017-02-26 15:00:00,6.658881216,0.0,6.658881216,0.0,0.0,6.295193984,0.0,6.658881216
2017-02-26 15:30:00,5.853111496,0.0,5.853111496,0.0,0.0,5.664954704,0.0,5.853111496
2017-02-26 16:00:00,4.921507148,0.0,4.921507148,0.0,0.0,6.254480952,0.0,4.921507148
2017-02-26 16:30:00,2.986084612,0.0,4.611042306,0.0,0.0,4.842140882,0.0,2.986084612
2017-02-26 17:00:00,-0.901562696,0.901562696,2.895218652,0.0,0.901562696,3.596931644,0.450781348,0.0
2017-02-26 17:30:00,-5.02172388,5.02172388,1.00263806,0.0,5.02172388,2.21126382,2.51086194,0.0
2017-02-26 18:00:00,-7.61713668,4.076713424,0.08771583,0.0,7.61713668,0.62141021,1.763746696,-3.540423256
2017-02-26 18:30:00,-9.774969792,0.0,0.0,0.0,9.774969792,0.010372608,0.0,-9.774969792
2017-02-26 19:00:00,-8.406,0.0,0.0,0.0,8.406,0.0,0.0,-8.406
2017-02-26 19:30:00,-8.627,0.0,0.0,0.0,8.627,0.0,0.0,-8.627
2017-02-26 20:00:00,-10.157,0.0,0.0,0.0,10.157,0.0,0.0,-10.157
2017-02-26 20:30:00,-9.703,0.0,0.0,0.0,9.703,0.0,0.0,-9.703
2017-02-26 21:00:00,-7.632,0.0,0.0,0.0,7.632,0.0,0.0,-7.632
2017-02-26 21:30:00,-8.896,0.0,0.0,0.0,8.896,0.0,0.0,-8.896
2017-02-26 22:00:00,-8.083,0.0,0.0,0.0,8.083,0.0,0.0,-8.083
2017-02-26 22:30:00,-7.762,0.0,0.0,0.0,7.762,0.0,0.0,-7.762
2017-02-26 23:00:00,-9.15,0.0,0.0,0.0,9.15,0.0,0.0,-9.15
2017-02-26 23:30:00,-9.52,0.0,0.0,0.0,9.52,0.0,0.0,-9.52
2017-02-27 00:00:00,-9.085,0.0,0.0,0.0,9.085,0.0,0.0,-9.085
2017-02-27 00:30:00,-8.971,0.0,0.0,0.0,8.971,0.0,0.0,-8.971
2017-02-27 01:00:00,-9.642,0.0,0.0,0.0,9.642,0.0,0.0,-9.642
2017-02-27 01:30:00,-8.005,0.0,0.0,0.0,8.005,0.0,0.0,-8.005
2017-02-27 02:00:00,-6.894,0.0,0.0,0.0,6.894,0.0,0.0,-6.894
2017-02-27 02:30:00,-8.234,0.0,0.0,0.0,8.234,0.0,0.0,-8.234
2017-02-27 03:00:00,-7.784,0.0,0.0,0.0,7.784,0.0,0.0,-7.784
2017-02-27 03:30:00,-7.111,0.0,0.0,0.0,7.111,0.0,0.0,-7.111
2017-02-27 04:00:00,-7.974,0.0,0.0,0.0,7.974,0.0,0.0,-7.974
2017-02-27 04:30:00,-6.974,0.0,0.0,0.0,6.974,0.0,0.0,-6.974
2017-02-27 05:00:00,-9.767,0.0,0.0,0.0,9.767,0.0,0.0,-9.767
2017-02-27 05:30:00,-12.22,0.0,0.0,0.0,12.22,0.0,0.0,-12.22
2017-02-27 06:00:00,-11.0111959,0.0,0.0,0.0,11.0111959,0.0070966,0.0,-11.0111959
2017-02-27 06:30:00,-12.173173832,0.0,0.0,0.0,12.173173832,0.220099896,0.0,-12.173173832
2017-02-27 07:00:00,-14.628060388,0.0,0.0,0.0,14.628060388,0.788264984,0.0,-14.628060388
2017-02-27 07:30:00,-21.172696264,0.0,0.181443492,0.0,21.172696264,1.40732442,0.0,-21.172696264
2017-02-27 08:00:00,-20.645887144,0.0,0.321663968,0.0,20.645887144,2.41177328,0.0,-20.645887144
2017-02-27 08:30:00,-20.876231792,0.0,0.5778509184,0.0,20.876231792,2.1554733376,0.0,-20.876231792
2017-02-27 09:00:00,-13.86062574,0.0,1.368910848,0.0,13.86062574,3.095542472,0.0,-13.86062574
2017-02-27 09:30:00,-17.268570388,0.0,1.430524272,0.0,17.268570388,4.854841424,0.0,-17.268570388
2017-02-27 10:00:00,-16.638493416,0.0,1.718280704,0.0,16.638493416,4.255093568,0.0,-16.638493416
2017-02-27 10:30:00,-12.062286208,0.0,1.97861890133,0.0,12.062286208,6.61352362667,0.0,-12.062286208
2017-02-27 11:00:00,-5.950773512,0.0,3.54238160267,0.0,5.950773512,6.07476938933,0.0,-5.950773512
2017-02-27 11:30:00,-12.042873296,0.0,2.637111616,0.0,12.042873296,7.77463952,0.0,-12.042873296
2017-02-27 12:00:00,-16.586909528,0.0,2.250262432,0.0,16.586909528,4.156754144,0.0,-16.586909528
2017-02-27 12:30:00,-15.687409124,0.0,1.1809656448,0.0,15.687409124,3.0441925872,0.0,-15.687409124
2017-02-27 13:00:00,-16.672076896,0.0,1.412465824,0.0,16.672076896,2.4085,0.0,-16.672076896
2017-02-27 13:30:00,-14.616309,0.0,1.626196,0.0,14.616309,2.427,0.0,-14.616309
2017-02-27 14:00:00,-13.07642942,0.0,1.441713984,0.0,13.07642942,2.878285576,0.0,-13.07642942
2017-02-27 14:30:00,-13.7952061,0.0,1.1934084,0.0,13.7952061,2.2755,0.0,-13.7952061
2017-02-27 15:00:00,-10.895817992,0.0,0.0,0.0,10.895817992,4.995454672,0.0,-10.895817992
2017-02-27 15:30:00,-5.264679076,0.0,1.390818428,0.0,5.264679076,6.177062188,0.0,-5.264679076
2017-02-27 16:00:00,-5.254262184,0.0,1.796368908,0.0,5.254262184,5.168333676,0.0,-5.254262184
2017-02-27 16:30:00,-6.355761072,0.0,1.382119464,0.0,6.355761072,4.914824808,0.0,-6.355761072
2017-02-27 17:00:00,-8.148292904,0.0,1.30923569867,0.0,8.148292904,2.85975870933,0.0,-8.148292904
2017-02-27 17:30:00,-11.833133028,0.0,0.19237054,0.0,11.833133028,1.564958036,0.0,-11.833133028
2017-02-27 18:00:00,-11.708512612,0.0,0.0,0.0,11.708512612,0.360549016,0.0,-11.708512612
2017-02-27 18:30:00,-10.46917444,0.0,0.0,0.0,10.46917444,0.01546856,0.0,-10.46917444
2017-02-27 19:00:00,-10.049,0.0,0.0,0.0,10.049,0.0,0.0,-10.049
2017-02-27 19:30:00,-10.53,0.0,0.0,0.0,10.53,0.0,0.0,-10.53
2017-02-27 20:00:00,-10.44,0.0,0.0,0.0,10.44,0.0,0.0,-10.44
2017-02-27 20:30:00,-10.718,0.0,0.0,0.0,10.718,0.0,0.0,-10.718
2017-02-27 21:00:00,-10.081,0.0,0.0,0.0,10.081,0.0,0.0,-10.081
2017-02-27 21:30:00,-10.049,0.0,0.0,0.0,10.049,0.0,0.0,-10.049
2017-02-27 22:00:00,-9.275,0.0,0.0,0.0,9.275,0.0,0.0,-9.275
2017-02-27 22:30:00,-9.035,0.0,0.0,0.0,9.035,0.0,0.0,-9.035
2017-02-27 23:00:00,-10.581,0.0,0.0,0.0,10.581,0.0,0.0,-10.581
2017-02-27 23:30:00,-9.963,0.0,0.0,0.0,9.963,0.0,0.0,-9.963
2017-02-28 00:00:00,-8.598,0.0,0.0,0.0,8.598,0.0,0.0,-8.598
2017-02-28 00:30:00,-10.31,0.0,0.0,0.0,10.31,0.0,0.0,-10.31
2017-02-28 01:00:00,-11.468,0.0,0.0,0.0,11.468,0.0,0.0,-11.468
2017-02-28 01:30:00,-8.261,0.0,0.0,0.0,8.261,0.0,0.0,-8.261
2017-02-28 02:00:00,-8.328,0.0,0.0,0.0,8.328,0.0,0.0,-8.328
2017-02-28 02:30:00,-8.467,0.0,0.0,0.0,8.467,0.0,0.0,-8.467
2017-02-28 03:00:00,-9.467,0.0,0.0,0.0,9.467,0.0,0.0,-9.467
2017-02-28 03:30:00,-11.98,0.0,0.0,0.0,11.98,0.0,0.0,-11.98
2017-02-28 04:00:00,-14.393,0.0,0.0,0.0,14.393,0.0,0.0,-14.393
2017-02-28 04:30:00,-11.727,0.0,0.0,0.0,11.727,0.0,0.0,-11.727
2017-02-28 05:00:00,-11.162,0.0,0.0,0.0,11.162,0.0,0.0,-11.162
2017-02-28 05:30:00,-15.1,0.0,0.0,0.0,15.1,0.0,0.0,-15.1
2017-02-28 06:00:00,-20.049307576,0.0,0.0,0.0,20.049307576,0.007384624,0.0,-20.049307576
2017-02-28 06:30:00,-17.248247172,0.0,0.0,0.0,17.248247172,0.322677916,0.0,-17.248247172
2017-02-28 07:00:00,-18.427577656,0.0,0.0,0.0,18.427577656,1.028033808,0.0,-18.427577656
2017-02-28 07:30:00,-21.476049192,0.0,0.0,0.0,21.476049192,1.044316936,0.0,-21.476049192
2017-02-28 08:00:00,-24.74091646,0.0,0.0,0.0,24.74091646,0.77950314,0.0,-24.74091646
2017-02-28 08:30:00,-24.357411312,0.0,0.010550176,0.0,24.357411312,2.401600352,0.0,-24.357411312
2017-02-28 09:00:00,-22.135417512,0.0,1.4135626624,0.0,22.135417512,3.3139245536,0.0,-22.135417512
2017-02-28 09:30:00,-20.249213444,0.0,2.5781241088,0.0,20.249213444,4.2214318832,0.0,-20.249213444
2017-02-28 10:00:00,-15.59588712,0.0,2.19644085333,0.0,15.59588712,7.64030106667,0.0,-15.59588712
2017-02-28 10:30:00,-10.81872494,0.0,4.41048890667,0.0,10.81872494,9.96036113333,0.0,-10.81872494
2017-02-28 11:00:00,-5.778590716,0.0,8.62428801467,0.0,5.778590716,7.54698484133,0.0,-5.778590716
2017-02-28 11:30:00,-5.1993183,0.0,7.28984085,0.0,5.1993183,9.16833245,0.0,-5.1993183
2017-02-28 12:00:00,-8.076707072,0.0,6.62402094933,0.0,8.076707072,8.09284100267,0.0,-8.076707072
2017-02-28 12:30:00,-2.68697512,0.0,7.72501244,0.0,2.68697512,9.22493468,0.0,-2.68697512
2017-02-28 13:00:00,-6.921221696,0.0,8.02580695467,0.0,6.921221696,7.75737858133,0.0,-6.921221696
2017-02-28 13:30:00,-7.37054266,0.0,5.69546998,0.0,7.37054266,9.08550158,0.0,-7.37054266
2017-02-28 14:00:00,-7.187351664,0.0,4.992011792,0.0,7.187351664,8.728420432,0.0,-7.187351664
2017-02-28 14:30:00,-5.284937968,0.0,7.925895504,0.0,5.284937968,5.526479184,0.0,-5.284937968
2017-02-28 15:00:00,-9.663231936,0.0,6.330059008,0.0,9.663231936,4.806786368,0.0,-9.663231936
2017-02-28 15:30:00,-8.695735512,0.0,3.913632244,0.0,8.695735512,6.591000468,0.0,-8.695735512
2017-02-28 16:00:00,-10.764140892,0.0,3.35723940533,0.0,10.764140892,4.78531767867,0.0,-10.764140892
2017-02-28 16:30:00,-15.453553172,0.0,0.296723414,0.0,15.453553172,4.807397958,0.0,-15.453553172
2017-02-28 17:00:00,-18.555106152,0.0,0.83927436,0.0,18.555106152,1.555551624,0.0,-18.555106152
2017-02-28 17:30:00,-15.965333464,0.0,0.069916634,0.0,15.965333464,0.533700558,0.0,-15.965333464
2017-02-28 18:00:00,-16.22676662,0.0,0.00562910571429,0.0,16.22676662,0.0365054742857,0.0,-16.22676662
2017-02-28 18:30:00,-15.606053824,0.0,0.0,0.0,15.606053824,0.003958976,0.0,-15.606053824
2017-02-28 19:00:00,-15.331,0.0,0.0,0.0,15.331,0.0,0.0,-15.331
2017-02-28 19:30:00,-15.199,0.0,0.0,0.0,15.199,0.0,0.0,-15.199
2017-02-28 20:00:00,-14.714,0.0,0.0,0.0,14.714,0.0,0.0,-14.714
2017-02-28 20:30:00,-14.153,0.0,0.0,0.0,14.153,0.0,0.0,-14.153
2017-02-28 21:00:00,-15.406,0.0,0.0,0.0,15.406,0.0,0.0,-15.406
2017-02-28 21:30:00,-9.898,0.0,0.0,0.0,9.898,0.0,0.0,-9.898
2017-02-28 22:00:00,-9.332,0.0,0.0,0.0,9.332,0.0,0.0,-9.332
2017-02-28 22:30:00,-8.973,0.0,0.0,0.0,8.973,0.0,0.0,-8.973
2017-02-28 23:00:00,-10.062,0.0,0.0,0.0,10.062,0.0,0.0,-10.062
2017-02-28 23:30:00,-9.562,0.0,0.0,0.0,9.562,0.0,0.0,-9.562
2017-03-01 00:00:00,-9.342,0.0,0.0,0.0,9.342,0.0,0.0,-9.342
2017-03-01 00:30:00,-9.111,0.0,0.0,0.0,9.111,0.0,0.0,-9.111
2017-03-01 01:00:00,-8.487,0.0,0.0,0.0,8.487,0.0,0.0,-8.487
2017-03-01 01:30:00,-8.481,0.0,0.0,0.0,8.481,0.0,0.0,-8.481
2017-03-01 02:00:00,-8.53,0.0,0.0,0.0,8.53,0.0,0.0,-8.53
2017-03-01 02:30:00,-9.198,0.0,0.0,0.0,9.198,0.0,0.0,-9.198
2017-03-01 03:00:00,-14.364,0.0,0.0,0.0,14.364,0.0,0.0,-14.364
2017-03-01 03:30:00,-15.591,0.0,0.0,0.0,15.591,0.0,0.0,-15.591
2017-03-01 04:00:00,-16.624,0.0,0.0,0.0,16.624,0.0,0.0,-16.624
2017-03-01 04:30:00,-17.13,0.0,0.0,0.0,17.13,0.0,0.0,-17.13
2017-03-01 05:00:00,-17.201,0.0,0.0,0.0,17.201,0.0,0.0,-17.201
2017-03-01 05:30:00,-18.473,0.0,0.0,0.0,18.473,0.0,0.0,-18.473
2017-03-01 06:00:00,-20.92391344,0.0,0.0,0.0,20.92391344,0.02430912,0.0,-20.92391344
2017-03-01 06:30:00,-18.430298644,0.0,0.0,0.0,18.430298644,1.386678732,0.0,-18.430298644
2017-03-01 07:00:00,-15.240581656,0.0,1.130519264,0.0,15.240581656,2.294173088,0.0,-15.240581656
2017-03-01 07:30:00,-21.806275108,0.0,1.341599952,0.0,21.806275108,3.626199984,0.0,-21.806275108
2017-03-01 08:00:00,-23.667652756,0.0,1.48432510933,0.0,23.667652756,6.11490638667,0.0,-23.667652756
2017-03-01 08:30:00,-20.764850648,0.0,2.57726647467,0.0,20.764850648,7.56383309333,0.0,-20.764850648
2017-03-01 09:00:00,-15.224372976,0.0,3.91866346133,0.0,15.224372976,8.29475455467,0.0,-15.224372976
2017-03-01 09:30:00,-8.23447958,0.0,7.31888474,0.0,8.23447958,6.97979554,0.0,-8.23447958
2017-03-01 10:00:00,-0.337959808,0.0,8.894520096,0.0,0.337959808,9.818884512,0.0,-0.337959808
2017-03-01 10:30:00,-5.383362268,0.0,9.707078404,0.0,5.383362268,6.435680084,0.0,-5.383362268
2017-03-01 11:00:00,-3.973759148,0.0,9.309725044,0.0,3.973759148,7.242435524,0.0,-3.973759148
2017-03-01 11:30:00,-1.8812617,0.0,7.66036915,0.0,1.8812617,9.21403755,0.0,-1.8812617
2017-03-01 12:00:00,-2.866823124,0.0,9.66216150533,0.0,2.866823124,6.66662307867,0.0,-2.866823124
2017-03-01 12:30:00,-1.84968156,0.0,8.03915922,0.0,1.84968156,9.20740834,0.0,-1.84968156
2017-03-01 13:00:00,-6.640736616,0.0,6.18455571467,0.0,6.640736616,7.38928654133,0.0,-6.640736616
2017-03-01 13:30:00,-8.912370556,0.0,4.58670220133,0.0,8.912370556,8.31438409467,0.0,-8.912370556
2017-03-01 14:00:00,-8.642333336,0.0,5.13487654133,0.0,8.642333336,7.54690123467,0.0,-8.642333336
2017-03-01 14:30:00,-12.61839138,0.0,2.10799514667,0.0,12.61839138,9.65774393333,0.0,-12.61839138
2017-03-01 15:00:00,-18.359099524,0.0,1.970672328,0.0,18.359099524,6.33545388,0.0,-18.359099524
2017-03-01 15:30:00,-26.487408416,0.0,0.3025142464,0.0,26.487408416,3.4550230656,0.0,-26.487408416
2017-03-01 16:00:00,-20.865414588,0.0,0.5581192576,0.0,20.865414588,1.9712213264,0.0,-20.865414588
2017-03-01 16:30:00,-16.589354792,0.0,0.62046956,0.0,16.589354792,4.282431304,0.0,-16.589354792
2017-03-01 17:00:00,-15.248612532,0.0,0.583462489333,0.0,15.248612532,2.24483887467,0.0,-15.248612532
2017-03-01 17:30:00,-16.246481796,0.0,0.078879551,0.0,16.246481796,0.874411037,0.0,-16.246481796
2017-03-01 18:00:00,-16.580269016,0.0,0.0,0.0,16.580269016,0.033091184,0.0,-16.580269016
2017-03-01 18:30:00,-15.802332712,0.0,0.0,0.0,15.802332712,0.002308688,0.0,-15.802332712
2017-03-01 19:00:00,-16.028,0.0,0.0,0.0,16.028,0.0,0.0,-16.028
2017-03-01 19:30:00,-14.563,0.0,0.0,0.0,14.563,0.0,0.0,-14.563
2017-03-01 20:00:00,-15.088,0.0,0.0,0.0,15.088,0.0,0.0,-15.088
2017-03-01 20:30:00,-14.064,0.0,0.0,0.0,14.064,0.0,0.0,-14.064
2017-03-01 21:00:00,-13.433,0.0,0.0,0.0,13.433,0.0,0.0,-13.433
2017-03-01 21:30:00,-12.311,0.0,0.0,0.0,12.311,0.0,0.0,-12.311
2017-03-01 22:00:00,-12.393,0.0,0.0,0.0,12.393,0.0,0.0,-12.393
2017-03-01 22:30:00,-12.333,0.0,0.0,0.0,12.333,0.0,0.0,-12.333
2017-03-01 23:00:00,-11.121,0.0,0.0,0.0,11.121,0.0,0.0,-11.121
2017-03-01 23:30:00,-10.544,0.0,0.0,0.0,10.544,0.0,0.0,-10.544
2017-03-02 00:00:00,-11.928,0.0,0.0,0.0,11.928,0.0,0.0,-11.928
2017-03-02 00:30:00,-12.313,0.0,0.0,0.0,12.313,0.0,0.0,-12.313
2017-03-02 01:00:00,-11.518,0.0,0.0,0.0,11.518,0.0,0.0,-11.518
2017-03-02 01:30:00,-11.354,0.0,0.0,0.0,11.354,0.0,0.0,-11.354
2017-03-02 02:00:00,-13.113,0.0,0.0,0.0,13.113,0.0,0.0,-13.113
2017-03-02 02:30:00,-13.735,0.0,0.0,0.0,13.735,0.0,0.0,-13.735
2017-03-02 03:00:00,-15.331,0.0,0.0,0.0,15.331,0.0,0.0,-15.331
2017-03-02 03:30:00,-15.668,0.0,0.0,0.0,15.668,0.0,0.0,-15.668
2017-03-02 04:00:00,-18.056,0.0,0.0,0.0,18.056,0.0,0.0,-18.056
2017-03-02 04:30:00,-19.699,0.0,0.0,0.0,19.699,0.0,0.0,-19.699
2017-03-02 05:00:00,-20.762,0.0,0.0,0.0,20.762,0.0,0.0,-20.762
2017-03-02 05:30:00,-18.959,0.0,0.0,0.0,18.959,0.0,0.0,-18.959
2017-03-02 06:00:00,-18.797650728,0.0,0.0,0.0,18.797650728,0.022025872,0.0,-18.797650728
2017-03-02 06:30:00,-17.3116335,0.0,0.0194555,0.0,17.3116335,1.311274,0.0,-17.3116335
2017-03-02 07:00:00,-12.8585056,0.0,1.2493012,0.0,12.8585056,1.984214,0.0,-12.8585056
2017-03-02 07:30:00,-15.23740444,0.0,1.99943136,0.0,15.23740444,3.46747712,0.0,-15.23740444
2017-03-02 08:00:00,-15.911434248,0.0,2.361106696,0.0,15.911434248,5.23478412,0.0,-15.911434248
2017-03-02 08:30:00,-12.44815104,0.0,4.02596778667,0.0,12.44815104,5.50126485333,0.0,-12.44815104
2017-03-02 09:00:00,-18.917808072,0.0,2.644751968,0.0,18.917808072,6.252250656,0.0,-18.917808072
2017-03-02 09:30:00,-14.913823248,0.0,5.23142067733,0.0,14.913823248,6.72503049067,0.0,-14.913823248
2017-03-02 10:00:00,-15.933321252,0.0,2.91832948933,0.0,15.933321252,10.4854563427,0.0,-15.933321252
2017-03-02 10:30:00,-10.369427844,0.0,5.140106332,0.0,10.369427844,9.110941772,0.0,-10.369427844
2017-03-02 11:00:00,-8.219427824,0.0,6.75036560533,0.0,8.219427824,7.71434917867,0.0,-8.219427824
2017-03-02 11:30:00,-9.115406328,0.0,5.711232584,0.0,9.115406328,8.877829864,0.0,-9.115406328
2017-03-02 12:00:00,-11.871499352,0.0,3.24633352533,0.0,11.871499352,11.0136669067,0.0,-11.871499352
2017-03-02 12:30:00,-6.42863586,0.0,7.19258958,0.0,6.42863586,8.06565318,0.0,-6.42863586
2017-03-02 13:00:00,-8.507463676,0.0,6.17485889467,0.0,8.507463676,5.96716532133,0.0,-8.507463676
2017-03-02 13:30:00,-8.601806236,0.0,3.85735857467,0.0,8.601806236,7.01977060133,0.0,-8.601806236
2017-03-02 14:00:00,-12.280222488,0.0,0.831139730667,0.0,12.280222488,7.88704527733,0.0,-12.280222488
2017-03-02 14:30:00,-13.272021732,0.0,1.00243800533,0.0,13.272021732,7.87054750667,0.0,-13.272021732
2017-03-02 15:00:00,-14.917821924,0.0,1.756595128,0.0,14.917821924,5.78899188,0.0,-14.917821924
2017-03-02 15:30:00,-15.411042684,0.0,0.0314317973333,0.0,15.411042684,6.36353974667,0.0,-15.411042684
2017-03-02 16:00:00,-8.571843236,0.0,0.995578382,0.0,8.571843236,5.845851454,0.0,-8.571843236
2017-03-02 16:30:00,-11.115876568,0.0,0.074561716,0.0,11.115876568,5.106765652,0.0,-11.115876568
2017-03-02 17:00:00,-12.675783416,0.0,0.0,0.0,12.675783416,3.736703016,0.0,-12.675783416
2017-03-02 17:30:00,-14.29844626,0.0,0.73377687,0.0,14.29844626,1.02872391,0.0,-14.29844626
2017-03-02 18:00:00,-15.875607208,0.0,0.0,0.0,15.875607208,0.047138872,0.0,-15.875607208
2017-03-02 18:30:00,-16.12875318,0.0,0.0,0.0,16.12875318,0.00505532,0.0,-16.12875318
2017-03-02 19:00:00,-14.586,0.0,0.0,0.0,14.586,0.0,0.0,-14.586
2017-03-02 19:30:00,-12.758,0.0,0.0,0.0,12.758,0.0,0.0,-12.758
2017-03-02 20:00:00,-12.814,0.0,0.0,0.0,12.814,0.0,0.0,-12.814
2017-03-02 20:30:00,-12.918,0.0,0.0,0.0,12.918,0.0,0.0,-12.918
2017-03-02 21:00:00,-11.405,0.0,0.0,0.0,11.405,0.0,0.0,-11.405
2017-03-02 21:30:00,-11.426,0.0,0.0,0.0,11.426,0.0,0.0,-11.426
2017-03-02 22:00:00,-11.684,0.0,0.0,0.0,11.684,0.0,0.0,-11.684
2017-03-02 22:30:00,-13.055,0.0,0.0,0.0,13.055,0.0,0.0,-13.055
2017-03-02 23:00:00,-10.666,0.0,0.0,0.0,10.666,0.0,0.0,-10.666
2017-03-02 23:30:00,-10.954,0.0,0.0,0.0,10.954,0.0,0.0,-10.954
2017-03-03 00:00:00,-8.966,0.0,0.0,0.0,8.966,0.0,0.0,-8.966
2017-03-03 00:30:00,-11.37,0.0,0.0,0.0,11.37,0.0,0.0,-11.37
2017-03-03 01:00:00,-9.799,0.0,0.0,0.0,9.799,0.0,0.0,-9.799
2017-03-03 01:30:00,-11.953,0.0,0.0,0.0,11.953,0.0,0.0,-11.953
2017-03-03 02:00:00,-9.863,0.0,0.0,0.0,9.863,0.0,0.0,-9.863
2017-03-03 02:30:00,-10.706,0.0,0.0,0.0,10.706,0.0,0.0,-10.706
2017-03-03 03:00:00,-10.113,0.0,0.0,0.0,10.113,0.0,0.0,-10.113
2017-03-03 03:30:00,-11.351,0.0,0.0,0.0,11.351,0.0,0.0,-11.351
2017-03-03 04:00:00,-12.497,0.0,0.0,0.0,12.497,0.0,0.0,-12.497
2017-03-03 04:30:00,-14.24,0.0,0.0,0.0,14.24,0.0,0.0,-14.24
2017-03-03 05:00:00,-17.64,0.0,0.0,0.0,17.64,0.0,0.0,-17.64
2017-03-03 05:30:00,-18.577,0.0,0.0,0.0,18.577,0.0,0.0,-18.577
2017-03-03 06:00:00,-16.878286012,0.0,0.0,0.0,16.878286012,0.0,0.0,-16.878286012
2017-03-03 06:30:00,-13.529501428,0.0,0.0212997144,0.0,13.529501428,0.8013104976,0.0,-13.529501428
2017-03-03 07:00:00,-11.264790728,0.0,0.561051656,0.0,11.264790728,1.99003532,0.0,-11.264790728
2017-03-03 07:30:00,-12.33659548,0.0,0.0,0.0,12.33659548,3.77168416,0.0,-12.33659548
2017-03-03 08:00:00,-5.7466818,0.0,1.5309192,0.0,5.7466818,4.7983064,0.0,-5.7466818
2017-03-03 08:30:00,-1.798974188,0.0,2.62868483067,0.0,1.798974188,5.97033237733,0.0,-1.798974188
2017-03-03 09:00:00,-0.07468994,0.0,3.90451448667,0.0,0.07468994,5.30602555333,0.0,-0.07468994
2017-03-03 09:30:00,2.868167168,-2.868167168,6.000083584,0.498345417143,0.0,8.261688448,0.0,0.0
2017-03-03 10:00:00,2.643773412,-2.643773412,6.901886706,0.67170479,0.0,9.213327682,0.0,0.0
2017-03-03 10:30:00,3.599768636,-3.599768636,8.341540892,0.905422878667,0.0,7.162971532,0.0,0.0
2017-03-03 11:00:00,-0.258555136,0.258555136,5.65720194133,0.0,0.258555136,9.68809463467,0.0861850453333,0.0
2017-03-03 11:30:00,-6.834768924,6.834768924,4.18143883733,0.0,6.834768924,10.9780485467,2.33690290667,0.0
2017-03-03 12:00:00,-7.599037256,1.92726806384,4.029158968,0.0,7.599037256,10.515149528,0.642422687947,-5.67176919216
2017-03-03 12:30:00,-2.841540312,0.0,6.500229844,0.0,2.841540312,8.750087668,0.0,-2.841540312
2017-03-03 13:00:00,-7.07426924,0.0,5.40332905333,0.0,7.07426924,7.31882478667,0.0,-7.07426924
2017-03-03 13:30:00,-7.786714664,0.0,2.50475121067,0.0,7.786714664,9.77943901333,0.0,-7.786714664
2017-03-03 14:00:00,-4.398224424,0.0,2.40760017067,0.0,4.398224424,10.1882502133,0.0,-4.398224424
2017-03-03 14:30:00,-3.659971344,0.0,2.00000849067,0.0,3.659971344,9.43201061333,0.0,-3.659971344
